obsID,kingdom,phylum,class,order,family,genus,species,ScientificName,individualCount,decimalLatitude,decimalLongitude,eventDate,day,month,year,basisOfRecord,institutionCode,fireSite,fireYear,fireSize,fireID,desert
243307,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,37.08305,-121.06041,2011-03-05T00:00:00,5,3,2011,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
243352,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia,Riparia riparia,2,34.309288,-117.29355,2016-05-14T00:00:00,14,5,2016,HUMAN_OBSERVATION,EBIRD,PILOT,2016,8110.823,409,Mojave
243776,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.268417,-115.52041,2016-04-23T00:00:00,23,4,2016,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
244375,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,35.832287,-116.2235,2007-05-19T00:00:00,19,5,2007,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.7345,291,Mojave
245951,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.07799,-121.059135,2019-09-07T00:00:00,7,9,2019,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
245951,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.07799,-121.059135,2019-09-07T00:00:00,7,9,2019,HUMAN_OBSERVATION,EBIRD,ROMERO,2008,766.0438,938,San Joaquin
246497,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.131176,-115.43524,2014-04-05T00:00:00,5,4,2014,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
246831,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2010-05-22T00:00:00,22,5,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
246886,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.25319,-115.51266,2019-06-25T00:00:00,25,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
248160,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,36.68119,-118.0907,2007-08-23T00:00:00,23,8,2007,HUMAN_OBSERVATION,EBIRD,MOFFAT,2018,1253.925,351,Mojave
248245,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,37.08305,-121.06041,2016-04-30T00:00:00,30,4,2016,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
248351,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,33.226517,-116.46194,2004-06-05T00:00:00,5,6,2004,HUMAN_OBSERVATION,EBIRD,PINES,2002,61691.24,263,Sonoran
248537,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.31624,-115.55262,2010-05-22T00:00:00,22,5,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
250709,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.26816,-115.52253,2013-08-08T00:00:00,8,8,2013,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
250711,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.25319,-115.51266,2019-06-07T00:00:00,7,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
251005,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2015-12-02T00:00:00,2,12,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
251511,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,33.11509,-116.44083,2018-06-01T00:00:00,1,6,2018,HUMAN_OBSERVATION,EBIRD,NARROWS,2010,49.86191,296,Sonoran
251928,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,1,34.47154,-117.898926,2019-05-24T00:00:00,24,5,2019,HUMAN_OBSERVATION,EBIRD,BOBCAT,2020,115997.5701,1110,Mojave
252596,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2019-09-07T00:00:00,7,9,2019,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
253010,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2012-09-14T00:00:00,14,9,2012,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
253748,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,37.062,-121.03,2020-12-01T00:00:00,1,12,2020,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
293758,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.239381,-116.453499,2014-04-27T00:00:00,27,4,2014,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.24,263,Sonoran
293855,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.040239,-115.445679,2010-04-17T17:41:00,17,4,2010,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
295940,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.10022,-121.13317,2016-01-30T00:00:00,30,1,2016,HUMAN_OBSERVATION,EBIRD,COTTONWOOD2,2008,796.5697,939,San Joaquin
296156,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,37.425191,-121.241922,2021-04-03T10:30:00,3,4,2021,HUMAN_OBSERVATION,iNaturalist,DEL PUERTO,2020,390647.2556,1112,San Joaquin
296683,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.062,-121.03,2016-01-29T00:00:00,29,1,2016,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
296792,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2016-04-29T00:00:00,29,4,2016,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
296857,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2012-09-22T00:00:00,22,9,2012,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
297075,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.339504,-116.4592,2019-02-10T09:36:00,10,2,2019,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.99,314,Sonoran
297126,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.71988,-116.555203,2020-12-22T08:35:00,22,12,2020,HUMAN_OBSERVATION,iNaturalist,MOUNTAIN,2013,27523.67,331,Sonoran
297628,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,33.937689,-116.647241,2021-03-07T13:24:00,7,3,2021,HUMAN_OBSERVATION,iNaturalist,VIEW,2012,376.1476,400,Sonoran
297717,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.34181,-115.56292,2017-04-22T00:00:00,22,4,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
297939,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.154898,-116.482965,2019-05-12T11:38:23,12,5,2019,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.18,417,Sonoran
298190,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.25319,-115.51266,2019-06-07T00:00:00,7,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
298641,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,34.32205,-117.45919,2001-06-02T00:00:00,2,6,2001,HUMAN_OBSERVATION,EBIRD,BLUE CUT,2016,36266.55,414,Mojave
298641,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,34.32205,-117.45919,2001-06-02T00:00:00,2,6,2001,HUMAN_OBSERVATION,EBIRD,BLUE CUT,2002,6821.039,508,Mojave
299217,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.062,-121.03,2009-06-23T00:00:00,23,6,2009,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
300779,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,Uma inornata,Uma inornata,,33.83464,-116.610386,2004-04-23T00:00:00,23,4,2004,HUMAN_OBSERVATION,iNaturalist,TRAM,2013,59.22004,531,Sonoran
301020,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.139342,-116.444997,2018-10-13T09:19:55,13,10,2018,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.18,417,Sonoran
