obsID,kingdom,phylum,class,order,family,genus,species,ScientificName,individualCount,decimalLatitude,decimalLongitude,eventDate,day,month,year,basisOfRecord,institutionCode,fireSite,fireYear,fireSize,fireID,desert
63674,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2011-06-06T00:00:00,6,6,2011,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
64532,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2017-05-06T00:00:00,6,5,2017,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
65254,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.289474,-115.585526,2018-10-04T00:00:00,4,10,2018,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
66118,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.9561,-120.174,2012-04-02T00:00:00,2,4,2012,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.3325,941,San Joaquin
66437,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2015-05-25T00:00:00,25,5,2015,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
67412,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,2,35.131176,-115.43524,2015-06-07T00:00:00,7,6,2015,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
67713,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.163403,-115.43697,2020-06-13T00:00:00,13,6,2020,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
67818,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2014-03-24T00:00:00,24,3,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
67951,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.062,-121.03,2020-07-22T00:00:00,22,7,2020,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
71755,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.26065,-115.51595,2014-06-09T00:00:00,9,6,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
71947,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,1,35.9561,-120.174,1999-03-27T00:00:00,27,3,1999,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.3325,941,San Joaquin
72241,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.277576,-115.60192,2005-04-17T00:00:00,17,4,2005,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
73279,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,,37.08305,-121.06041,2014-03-13T00:00:00,13,3,2014,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
73767,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,247,34.70799,-118.42872,2012-05-14T00:00:00,14,5,2012,HUMAN_OBSERVATION,EBIRD,POWERHOUSE,2013,30267.57,418,Mojave
73821,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,3,35.25319,-115.51266,2019-05-26T00:00:00,26,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
74337,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,37.062,-121.03,2014-11-29T00:00:00,29,11,2014,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
74370,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.177177,-115.386314,2017-07-27T00:00:00,27,7,2017,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
75154,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.9561,-120.174,2012-04-02T00:00:00,2,4,2012,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.3325,941,San Joaquin
76702,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,34.044693,-116.58022,1999-05-07T00:00:00,7,5,1999,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726,271,Mojave
76934,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,969,34.70799,-118.42872,2012-04-17T00:00:00,17,4,2012,HUMAN_OBSERVATION,EBIRD,POWERHOUSE,2013,30267.57,418,Mojave
77587,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2019-06-12T00:00:00,12,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
78531,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.177177,-115.386314,2017-07-27T00:00:00,27,7,2017,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
78569,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.277576,-115.60192,2014-04-06T00:00:00,6,4,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
78983,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.26816,-115.52253,2010-06-01T00:00:00,1,6,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
79172,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2018-02-23T00:00:00,23,2,2018,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
79598,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.26816,-115.52253,2015-11-11T00:00:00,11,11,2015,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
81752,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.31624,-115.55262,2010-07-16T00:00:00,16,7,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
82251,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes uropygialis,Melanerpes uropygialis,2,33.202213,-114.68353,2011-06-15T00:00:00,15,6,2011,HUMAN_OBSERVATION,EBIRD,DRAPER,2017,754.3,368,Sonoran
83686,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,35.83723,-116.22368,2008-05-29T00:00:00,29,5,2008,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.7345,291,Mojave
84221,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2015-05-25T00:00:00,25,5,2015,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
84268,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,,35.160686,-115.33627,1997-04-13T00:00:00,13,4,1997,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
84892,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2015-05-25T00:00:00,25,5,2015,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
84937,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,2,35.160686,-115.33627,2007-05-26T00:00:00,26,5,2007,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
86501,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,2,37.062,-121.03,2016-01-30T00:00:00,30,1,2016,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
87605,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.31624,-115.55262,2019-05-11T00:00:00,11,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
87840,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,35.832287,-116.2235,2009-06-15T00:00:00,15,6,2009,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.7345,291,Mojave
88381,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.266975,-115.51916,2019-09-20T00:00:00,20,9,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
88690,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2019-06-20T00:00:00,20,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
89060,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2015-05-25T00:00:00,25,5,2015,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
89337,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.25319,-115.51266,2004-05-16T00:00:00,16,5,2004,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
89943,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2015-01-29T00:00:00,29,1,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
90115,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.269314,-115.523964,2019-05-18T00:00:00,18,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
90562,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2016-04-02T00:00:00,2,4,2016,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
90629,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2020-10-17T00:00:00,17,10,2020,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
93000,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.081837,-121.06037,2014-11-20T00:00:00,20,11,2014,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
93266,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.92559,-120.167534,2013-05-18T00:00:00,18,5,2013,HUMAN_OBSERVATION,EBIRD,GARZA,2017,48886.66,1045,San Joaquin
93609,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,34.04773,-116.56976,2019-04-24T00:00:00,24,4,2019,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726,271,Mojave
94319,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,1,35.35177,-120.02309,2012-01-20T00:00:00,20,1,2012,HUMAN_OBSERVATION,EBIRD,BECK,2000,396.3609,926,San Joaquin
94607,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.062,-121.03,2016-01-30T00:00:00,30,1,2016,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
95034,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,37.08305,-121.06041,2008-09-22T00:00:00,22,9,2008,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
95040,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2013-08-31T00:00:00,31,8,2013,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
95471,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2010-05-22T00:00:00,22,5,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
96050,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,1,35.9561,-120.174,1999-03-27T00:00:00,27,3,1999,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.3325,941,San Joaquin
96058,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,37.08305,-121.06041,2018-09-26T00:00:00,26,9,2018,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
96626,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.832287,-116.2235,2017-06-10T00:00:00,10,6,2017,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.7345,291,Mojave
96905,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,4,34.318203,-117.4823,2016-04-15T00:00:00,15,4,2016,HUMAN_OBSERVATION,EBIRD,BLUE CUT,2016,36266.55,414,Mojave
96905,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,4,34.318203,-117.4823,2016-04-15T00:00:00,15,4,2016,HUMAN_OBSERVATION,EBIRD,LOUISIANA,2002,6564.211,518,Mojave
97119,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,3,35.25319,-115.51266,2019-05-26T00:00:00,26,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
97885,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2018-12-10T00:00:00,10,12,2018,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
98740,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.062,-121.03,2019-11-02T00:00:00,2,11,2019,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
99346,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.119337,-116.549781,2021-05-24T01:04:00,24,5,2021,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.24,263,Sonoran
99426,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,Rallus obsoletus,Rallus obsoletus yumanensis,,32.881353,-114.47947,2010-03-01T00:00:00,1,3,2010,MACHINE_OBSERVATION,EBIRD,SENATOR,2012,47.72357,359,Sonoran
100272,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,37.44186,-121.299144,2016-05-28T09:46:00,28,5,2016,HUMAN_OBSERVATION,iNaturalist,DEL PUERTO,2020,390647.2556,1112,San Joaquin
100454,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.22775,-116.482208,2020-03-09T15:38:49,9,3,2020,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.24,263,Sonoran
100560,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.906552,-116.70201,2009-11-26T04:03:00,26,11,2009,HUMAN_OBSERVATION,iNaturalist,VERBENIA,2004,3831.371,82,Sonoran
100726,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.383353,-116.52537,2022-01-10T10:33:29,10,1,2022,HUMAN_OBSERVATION,iNaturalist,COYOTE,2003,18704.78,506,Sonoran
100775,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.154476,-116.480864,2017-12-02T13:05:04,2,12,2017,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.18,417,Sonoran
101106,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2017-11-13T00:00:00,13,11,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
101286,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.239722,-116.489722,2018-11-23T10:29:00,23,11,2018,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.24,263,Sonoran
101316,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.326946,-116.493414,2020-09-05T11:35:00,5,9,2020,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.99,314,Sonoran
101507,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.314352,-116.456347,2019-11-15T09:26:06,15,11,2019,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.99,314,Sonoran
102512,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.26816,-115.52253,2014-06-09T00:00:00,9,6,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
103010,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.152608,-116.476837,2019-07-20T07:55:06,20,7,2019,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.18,417,Sonoran
103049,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.154436,-115.451528,2009-05-15T00:00:00,15,5,2009,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
103167,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,37.08305,-121.06041,2015-07-11T00:00:00,11,7,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
103341,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,10,37.44076,-121.30736,2014-03-28T00:00:00,28,3,2014,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.2556,1112,San Joaquin
104429,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon macularius,Cyprinodon macularius,,33.356533,-116.493487,2018-06-29T11:15:00,29,6,2018,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.99,314,Sonoran
104526,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.719911,-116.573019,2021-03-13T21:09:00,13,3,2021,HUMAN_OBSERVATION,iNaturalist,MOUNTAIN,2013,27523.67,331,Sonoran
104575,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,36.53064,-120.827993,2019-01-18T16:10:00,18,1,2019,HUMAN_OBSERVATION,iNaturalist,NEW IDRIA,2003,632.0136,911,San Joaquin
104859,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,34.182554,-116.460499,2018-04-22T10:43:00,22,4,2018,HUMAN_OBSERVATION,iNaturalist,SAWTOOTH COMPLEX,2006,61767.18,261,Mojave
106754,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,,36.7218,-118.09715,2002-06-25T00:00:00,25,6,2002,OBSERVATION,PRBO,MOFFAT,2018,1253.925,351,Mojave
106773,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,36.6003,-118.03279,2002-06-10T00:00:00,10,6,2002,OBSERVATION,PRBO,RIVER,2013,406.8415,332,Mojave
108271,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.354145,-115.57676,2017-03-17T00:00:00,17,3,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
108877,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.315876,-116.460326,2017-11-05T11:00:00,5,11,2017,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.99,314,Sonoran
108933,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,Danaus plexippus,,34.047289,-116.567783,2010-10-16T15:17:00,16,10,2010,HUMAN_OBSERVATION,iNaturalist,PARADISE,2005,3081.726,271,Mojave
109396,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon macularius,Cyprinodon macularius,,33.314483,-116.469246,2017-04-12T16:13:00,12,4,2017,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.24,263,Sonoran
109396,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon macularius,Cyprinodon macularius,,33.314483,-116.469246,2017-04-12T16:13:00,12,4,2017,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.99,314,Sonoran
109528,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.11415,-116.491302,2021-02-02T10:43:45,2,2,2021,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.18,417,Sonoran
109683,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,,35.125747,-115.434783,2014-10-03T15:32:00,3,10,2014,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
109840,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.312273,-116.452502,2006-12-30T14:09:34,30,12,2006,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.99,314,Sonoran
110114,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.139073,-116.445678,2018-10-13T09:08:26,13,10,2018,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.18,417,Sonoran
110608,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.004906,-115.489642,2015-05-27T00:00:00,27,5,2015,HUMAN_OBSERVATION,iNaturalist,BLAIR,2006,66.48067,673,Mojave
110703,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.006532,-116.48599,2015-05-03T10:15:00,3,5,2015,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.24,263,Sonoran
111013,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,Uma inornata,Uma inornata,,33.900467,-116.742639,2020-02-17T11:41:39,17,2,2020,HUMAN_OBSERVATION,iNaturalist,ELM,2005,271.6541,76,Sonoran
111273,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,Danaus plexippus,,34.046011,-116.567064,2021-10-07T09:39:00,7,10,2021,HUMAN_OBSERVATION,iNaturalist,PARADISE,2005,3081.726,271,Mojave
116920,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,,35.255447,-115.514772,2018-05-26T16:41:00,26,5,2018,HUMAN_OBSERVATION,iNaturalist,DOME,2020,44211.08459,1109,Mojave
117149,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes uropygialis,Melanerpes uropygialis,2,33.202213,-114.68353,2011-07-07T00:00:00,7,7,2011,HUMAN_OBSERVATION,EBIRD,DRAPER,2017,754.3,368,Sonoran
117558,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,Danaus plexippus,,34.047416,-116.566907,2018-07-02T16:36:00,2,7,2018,HUMAN_OBSERVATION,iNaturalist,PARADISE,2005,3081.726,271,Mojave
117641,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.04149,-115.500502,2011-05-05T09:55:25,5,5,2011,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
117907,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,Uma inornata,Uma inornata,,33.891964,-116.698399,2021-09-17T10:51:00,17,9,2021,HUMAN_OBSERVATION,iNaturalist,VERBENIA,2004,3831.371,82,Sonoran
130729,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.131176,-115.43524,2014-04-05T00:00:00,5,4,2014,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
130869,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,34.30521,-117.31063,2020-10-28T00:00:00,28,10,2020,HUMAN_OBSERVATION,EBIRD,OLD,2003,91428,512,Mojave
131556,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus,Gymnogyps californianus,1,34.959522,-119.44898,2005-07-30T00:00:00,30,7,2005,HUMAN_OBSERVATION,EBIRD,SODA,2005,449.4977,678,San Joaquin
131556,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus,Gymnogyps californianus,1,34.959522,-119.44898,2005-07-30T00:00:00,30,7,2005,HUMAN_OBSERVATION,EBIRD,HUDSON,2017,1182.301,1021,San Joaquin
