OBJECTID,obsID,kingdom,phylum,class,order_,family,genus,species,Scientific,individual,decimalLat,decimalLon,eventDate,day,month,year,basisOfRec,institutio,fireSite,fireYear,fireSize,fireID,desert,NEAR_FID_R,nearRdDist,NEAR_FID_U,nearUADist
328,192254,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2015-06-01T00:00:00,1,6,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
329,192673,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.316240000000001,-115.552620000000005,2012-03-19T00:00:00,19,3,2012,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
330,192930,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2011-06-06T00:00:00,6,6,2011,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
331,194480,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,3,37.083050000000000,-121.060410000000005,2015-12-03T00:00:00,3,12,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
332,199904,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.155551000000003,-115.458053000000007,2020-05-10T17:44:00,10,5,2020,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,33944.083960016381752,701,74348.370154671298224
333,200431,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.139138000000003,-116.445738000000006,2018-10-13T09:05:55,13,10,2018,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.180000000000291,417,Sonoran,3865,203126.396503461495740,2259,32408.223797194703366
334,200551,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus californicus,Anaxyrus californicus,,34.350382000000003,-117.265118999999999,2019-07-11T22:13:52,11,7,2019,HUMAN_OBSERVATION,iNaturalist,LOS FLORES,2007,4099.966000000000349,73,Mojave,3865,88404.967480959618115,2478,2942.883564180647681
335,201050,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.956099999999999,-120.174000000000007,2015-04-18T00:00:00,18,4,2015,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.332499999999982,941,San Joaquin,3865,338513.471043220080901,606,4184.532616312138089
336,202261,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,3,37.083050000000000,-121.060410000000005,2015-12-03T00:00:00,3,12,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
337,202507,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.303021000000001,-116.473270999999997,2017-02-18T08:36:31,18,2,2017,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.239999999997963,263,Sonoran,3865,184794.459972276934423,302,39170.596572405935149
338,202507,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.303021000000001,-116.473270999999997,2017-02-18T08:36:31,18,2,2017,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.989999999999782,314,Sonoran,3865,184794.459972276934423,302,39170.596572405935149
339,202604,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,34.740420999999998,-118.494699999999995,2015-03-17T10:15:01,17,3,2015,HUMAN_OBSERVATION,iNaturalist,LAKE,2020,30999.288560000000871,1108,Mojave,3865,170692.689744487201096,92,21526.052801688576437
340,205330,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus nelsoni,Ammospermophilus nelsoni,,35.113388999999998,-119.797112999999996,2021-05-24T09:09:00,24,5,2021,HUMAN_OBSERVATION,iNaturalist,WASH,2010,947.430500000000052,1087,San Joaquin,3865,287837.932575818791520,1126,28757.699414906765014
341,205783,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus nelsoni,Ammospermophilus nelsoni,,35.067225000000001,-119.898595999999998,2013-04-06T00:00:00,6,4,2013,HUMAN_OBSERVATION,iNaturalist,COTTON,2010,2037.958000000000084,1092,San Joaquin,3865,296920.652062143373769,1126,38552.076503737349412
342,206390,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.343080000000000,-116.495112000000006,2021-10-10T13:41:51,10,10,2021,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.989999999999782,314,Sonoran,3865,180199.958237596176332,302,36757.004917215941532
343,206507,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.080153000000003,-115.475296999999998,2010-04-10T10:20:00,10,4,2010,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,42291.035854097499396,701,75760.645582243625540
344,207780,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,,33.499592000000000,-115.823739000000003,2021-05-21T08:32:00,21,5,2021,HUMAN_OBSERVATION,iNaturalist,DOS PALMAS,2008,456.414300000000026,283,Sonoran,3865,179166.937036568939220,2094,8674.342638839852953
345,208014,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.043514999999999,-115.499763000000002,2015-10-06T20:47:00,6,10,2015,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,46424.091545081435470,701,78241.882518321639509
346,209357,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,Uma inornata,Uma inornata,,33.999003999999999,-116.572821000000005,2020-02-21T14:17:00,21,2,2020,HUMAN_OBSERVATION,iNaturalist,INDIAN 2,2005,188.745200000000011,78,Sonoran,3865,107117.980983393747010,2394,2190.162586327434838
347,210006,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,34.767524000000002,-118.556456999999995,2015-03-14T14:07:13,14,3,2015,HUMAN_OBSERVATION,iNaturalist,RANGE,2011,241.014600000000002,311,Mojave,3865,175859.349109731963836,92,27920.267088206022891
348,210371,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,Danaus plexippus,,35.124617000000001,-115.430252999999993,2019-10-13T16:43:00,13,10,2019,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,37536.794223307144421,701,71636.196951898324187
349,210439,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,34.047775000000001,-116.567210000000003,2020-10-03T09:39:00,3,10,2020,HUMAN_OBSERVATION,iNaturalist,PARADISE,2005,3081.726000000000113,271,Mojave,3865,101755.981915291282348,2394,6471.133591152759436
350,210592,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.154915000000003,-116.481780000000001,2017-12-02T11:57:57,2,12,2017,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.180000000000291,417,Sonoran,3865,201103.066473308106652,2259,30403.968420150340535
351,210773,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,Uma inornata,Uma inornata,,33.864114999999998,-116.596677000000000,2019-05-02T02:31:00,2,5,2019,HUMAN_OBSERVATION,iNaturalist,WINDY POINT,2011,541.494000000000028,410,Sonoran,3865,121949.012979307852220,302,2404.576516614047705
352,210997,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.343826000000000,-116.505213999999995,2020-09-05T11:35:00,5,9,2020,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.989999999999782,314,Sonoran,3865,180047.055688813416054,302,37082.288081958482508
353,211156,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.153343000000000,-116.478080000000006,2019-11-05T08:30:08,5,11,2019,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.180000000000291,417,Sonoran,3865,201303.208952718996443,2259,30596.938044480903045
354,211701,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2016-09-25T00:00:00,25,9,2016,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
355,211782,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.440759999999997,-121.307360000000003,2018-05-02T00:00:00,2,5,2018,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.255599999974947,1112,San Joaquin,3865,501112.406598778790794,1816,12623.149889720974898
356,211862,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.277576000000003,-115.601920000000007,2017-04-15T00:00:00,15,4,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,19585.671736658936425,14,84229.816963471297640
357,212563,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2014-05-17T00:00:00,17,5,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
358,212728,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.165916000000003,-116.576291999999995,2021-10-15T22:22:00,15,10,2021,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.239999999997963,263,Sonoran,3865,199407.507741050823824,2259,24458.114221235991863
359,213417,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.316240000000001,-115.552620000000005,2012-04-07T00:00:00,7,4,2012,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
360,214612,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,37.169483000000000,-121.158770000000004,2015-11-26T00:00:00,26,11,2015,HUMAN_OBSERVATION,EBIRD,MCCABE,2015,1728.973999999999933,997,San Joaquin,3865,474374.567893806146458,345,15478.624937258447972
361,214612,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,37.169483000000000,-121.158770000000004,2015-11-26T00:00:00,26,11,2015,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.255599999974947,1112,San Joaquin,3865,474374.567893806146458,345,15478.624937258447972
362,214822,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.235004000000004,-116.451327000000006,2014-11-29T00:00:00,29,11,2014,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.239999999997963,263,Sonoran,3865,192491.262527586455690,2259,38130.520261011733965
363,214949,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.134717999999999,-116.546407000000002,2021-11-18T09:25:52,18,11,2021,HUMAN_OBSERVATION,iNaturalist,FELIPE,2013,2780.291000000000167,335,Sonoran,3865,202974.261417647270719,2259,24186.921737077806029
364,215445,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2019-05-19T00:00:00,19,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
365,215573,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,800,34.717419999999997,-118.428240000000002,2010-04-25T00:00:00,25,4,2010,HUMAN_OBSERVATION,EBIRD,POWERHOUSE,2013,30267.569999999999709,418,Mojave,3865,165104.586574065906461,92,14929.866909946811575
366,218574,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.061999999999998,-121.030000000000001,2020-12-01T00:00:00,1,12,2020,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
367,218834,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.061999999999998,-121.030000000000001,2010-12-06T00:00:00,6,12,2010,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
368,219113,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2017-11-13T00:00:00,13,11,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
369,219431,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.253189999999996,-115.512659999999997,2017-04-01T00:00:00,1,4,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
370,220043,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,33.115090000000002,-116.440830000000005,2018-05-14T00:00:00,14,5,2018,HUMAN_OBSERVATION,EBIRD,NARROWS,2010,49.861910000000002,296,Sonoran,3865,205824.169715322583215,2259,31679.320101533456182
371,220243,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.277576000000003,-115.601920000000007,2017-04-02T00:00:00,2,4,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,19585.671736658936425,14,84229.816963471297640
372,220289,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,37.083050000000000,-121.060410000000005,2014-12-07T00:00:00,7,12,2014,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
373,220303,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,3,35.025691999999999,-119.581320000000005,2014-05-23T00:00:00,23,5,2014,HUMAN_OBSERVATION,EBIRD,SODA,2016,2000.280999999999949,1086,San Joaquin,3865,267898.126101442263462,1126,14335.334496380995915
374,221193,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.316240000000001,-115.552620000000005,2019-05-11T00:00:00,11,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
375,221951,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,2,35.956099999999999,-120.174000000000007,2010-04-22T00:00:00,22,4,2010,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.332499999999982,941,San Joaquin,3865,338513.471043220080901,606,4184.532616312138089
376,221985,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,34.921140000000001,-119.407104000000004,2012-02-03T00:00:00,3,2,2012,HUMAN_OBSERVATION,EBIRD,SCHOOL,2014,223.778799999999990,1094,San Joaquin,3865,252105.529853100742912,1126,22472.369410989438620
377,222869,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.061999999999998,-121.030000000000001,2016-01-29T00:00:00,29,1,2016,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
378,223170,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.441775999999997,-121.300110000000004,2014-06-06T00:00:00,6,6,2014,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.255599999974947,1112,San Joaquin,3865,500627.353414816199802,1816,11981.532440741966639
379,225452,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.253189999999996,-115.512659999999997,2019-06-30T00:00:00,30,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
380,225848,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,34.044693000000002,-116.580219999999997,2012-04-15T00:00:00,15,4,2012,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726000000000113,271,Mojave,3865,102017.328970679416670,2394,6534.011994585522189
381,226062,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,37.083050000000000,-121.060410000000005,2016-02-27T00:00:00,27,2,2016,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
382,227471,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.268374999999999,-115.519909999999996,2016-04-29T00:00:00,29,4,2016,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,21834.031178085671854,14,81404.546490382286720
383,227476,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.061999999999998,-121.030000000000001,2016-01-30T00:00:00,30,1,2016,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
384,227780,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,2,34.894553999999999,-119.504424999999998,2015-12-27T00:00:00,27,12,2015,HUMAN_OBSERVATION,EBIRD,HWY166,2004,65.160330000000002,856,San Joaquin,3865,261104.498413620807696,1126,25437.450595615326165
385,228212,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.077990000000000,-121.059134999999998,2019-09-07T00:00:00,7,9,2019,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,461669.240126545249950,2442,16193.693856783269439
386,228212,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.077990000000000,-121.059134999999998,2019-09-07T00:00:00,7,9,2019,HUMAN_OBSERVATION,EBIRD,ROMERO,2008,766.043800000000033,938,San Joaquin,3865,461669.240126545249950,2442,16193.693856783269439
387,228409,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.253189999999996,-115.512659999999997,2020-06-13T00:00:00,13,6,2020,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
388,228568,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,34.044693000000002,-116.580219999999997,2016-03-23T00:00:00,23,3,2016,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726000000000113,271,Mojave,3865,102017.328970679416670,2394,6534.011994585522189
389,228951,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,3,35.243884999999999,-115.507019999999997,2019-06-25T00:00:00,25,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,24331.255126117546752,701,80064.203588590797153
390,229261,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,34.734141999999999,-114.513596000000007,2020-03-18T00:00:00,18,3,2020,HUMAN_OBSERVATION,EBIRD,TOPOCK,2016,2228.400000000000091,358,Mojave,3865,118267.394399889206397,3255,12034.215987464314821
391,229448,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2014-03-24T00:00:00,24,3,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
392,229964,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.083050000000000,-121.060410000000005,2013-05-20T00:00:00,20,5,2013,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
393,230581,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2013-04-07T00:00:00,7,4,2013,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
394,232535,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.163403000000002,-115.436970000000002,2020-06-13T00:00:00,13,6,2020,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,33195.322265601738764,701,72504.619956985043245
395,232751,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,37.061999999999998,-121.030000000000001,2009-01-06T00:00:00,6,1,2009,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
396,232761,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,36.688896000000000,-118.089640000000003,2002-06-11T00:00:00,11,6,2002,HUMAN_OBSERVATION,EBIRD,MOFFAT,2018,1253.924999999999955,351,Mojave,3865,231643.447802960930858,1702,78198.863257877615979
397,232824,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.253189999999996,-115.512659999999997,2020-06-02T00:00:00,2,6,2020,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
398,233799,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,3,35.253189999999996,-115.512659999999997,2019-05-26T00:00:00,26,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
399,235396,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,33.226517000000001,-116.461939999999998,2003-05-31T00:00:00,31,5,2003,HUMAN_OBSERVATION,EBIRD,PINES,2002,61691.239999999997963,263,Sonoran,3865,193339.145313405897468,2259,36765.339554873564339
400,236038,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2015-12-03T00:00:00,3,12,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
401,236105,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.269314000000001,-115.523964000000007,2019-05-18T00:00:00,18,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,21805.912970335226419,14,81483.596139588305959
402,236180,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,10,34.318534999999997,-117.380070000000003,2010-03-22T00:00:00,22,3,2010,HUMAN_OBSERVATION,EBIRD,OLD,2003,91428.000000000000000,512,Mojave,3865,98046.564062233228469,2478,4852.038593926714384
403,236229,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.169483000000000,-121.158770000000004,2019-06-19T00:00:00,19,6,2019,HUMAN_OBSERVATION,EBIRD,MCCABE,2015,1728.973999999999933,997,San Joaquin,3865,474374.567893806146458,345,15478.624937258447972
404,236229,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.169483000000000,-121.158770000000004,2019-06-19T00:00:00,19,6,2019,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.255599999974947,1112,San Joaquin,3865,474374.567893806146458,345,15478.624937258447972
405,238446,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.832287000000001,-116.223500000000001,2017-05-27T00:00:00,27,5,2017,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,58740.455438152872375,410,38319.635562831463176
406,238672,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,8,34.318534999999997,-117.380070000000003,2010-04-21T00:00:00,21,4,2010,HUMAN_OBSERVATION,EBIRD,OLD,2003,91428.000000000000000,512,Mojave,3865,98046.564062233228469,2478,4852.038593926714384
407,238890,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,34.445990000000002,-117.854630000000000,2012-05-26T00:00:00,26,5,2012,HUMAN_OBSERVATION,EBIRD,BOBCAT,2020,115997.570099999997183,1110,Mojave,3865,124536.532612638940918,92,13191.024751398766966
408,239680,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,36.535693999999999,-120.827640000000002,2016-03-12T00:00:00,12,3,2016,HUMAN_OBSERVATION,EBIRD,NEW IDRIA,2003,632.013599999999997,911,San Joaquin,3865,416352.366507243714295,1407,42429.137111627911509
