OBJECTID,obsID,kingdom,phylum,class,order_,family,genus,species,Scientific,individual,decimalLat,decimalLon,eventDate,day,month,year,basisOfRec,institutio,fireSite,fireYear,fireSize,fireID,desert,NEAR_FID_R,nearRdDist,NEAR_FID_U,nearUADist
82,50804,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia,Riparia riparia,10,35.832287000000001,-116.223500000000001,2019-05-27T00:00:00,27,5,2019,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,58740.455438152872375,410,38319.635562831463176
83,52156,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,3,37.083050000000000,-121.060410000000005,2015-12-03T00:00:00,3,12,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
84,52297,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,37.083050000000000,-121.060410000000005,2016-09-04T00:00:00,4,9,2016,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
85,53918,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.253189999999996,-115.512659999999997,2019-06-07T00:00:00,7,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
86,54612,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,34.894095999999998,-119.503609999999995,2009-05-03T00:00:00,3,5,2009,HUMAN_OBSERVATION,EBIRD,HWY166,2004,65.160330000000002,856,San Joaquin,3865,261032.272086782177212,1126,25480.986523832998500
87,55101,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,35.832287000000001,-116.223500000000001,2005-06-02T00:00:00,2,6,2005,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,58740.455438152872375,410,38319.635562831463176
88,55223,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,150,34.716639999999998,-118.422579999999996,2011-04-17T00:00:00,17,4,2011,HUMAN_OBSERVATION,EBIRD,POWERHOUSE,2013,30267.569999999999709,418,Mojave,3865,164609.086938172491500,92,14424.465402084706511
89,55237,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,33.120869999999996,-116.484279999999998,2016-04-10T00:00:00,10,4,2016,HUMAN_OBSERVATION,EBIRD,STEWART,2012,10630.180000000000291,417,Sonoran,3865,204851.202003848011373,2259,28282.306966728665429
90,56477,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,,37.440759999999997,-121.307360000000003,2011-05-29T00:00:00,29,5,2011,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.255599999974947,1112,San Joaquin,3865,501112.406598778790794,1816,12623.149889720974898
91,58108,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,35.832287000000001,-116.223500000000001,2005-05-25T00:00:00,25,5,2005,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,58740.455438152872375,410,38319.635562831463176
92,59491,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.316240000000001,-115.552620000000005,2010-05-22T00:00:00,22,5,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
93,59539,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.253189999999996,-115.512659999999997,2020-06-13T00:00:00,13,6,2020,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
94,60022,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.083050000000000,-121.060410000000005,2015-06-30T00:00:00,30,6,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
95,61408,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.354145000000003,-115.576759999999993,2017-03-17T00:00:00,17,3,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,12682.387211061834023,14,75517.753224100189982
96,61499,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.253189999999996,-115.512659999999997,2019-06-19T00:00:00,19,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
97,62036,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,10,35.956099999999999,-120.174000000000007,2011-05-21T00:00:00,21,5,2011,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.332499999999982,941,San Joaquin,3865,338513.471043220080901,606,4184.532616312138089
98,62200,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,35.823340000000002,-120.277370000000005,2018-01-05T00:00:00,5,1,2018,HUMAN_OBSERVATION,EBIRD,TURKEY,2012,2530.047999999999774,975,San Joaquin,3865,343270.283527991967276,606,20629.524888838528568
99,62665,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.077686000000000,-121.070819999999998,2018-12-21T00:00:00,21,12,2018,HUMAN_OBSERVATION,EBIRD,SAN LUIS,2005,332.259700000000009,727,San Joaquin,3865,462559.743883313960396,2442,17213.321850829972391
100,62665,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.077686000000000,-121.070819999999998,2018-12-21T00:00:00,21,12,2018,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462559.743883313960396,2442,17213.321850829972391
101,62665,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.077686000000000,-121.070819999999998,2018-12-21T00:00:00,21,12,2018,HUMAN_OBSERVATION,EBIRD,ROMERO,2008,766.043800000000033,938,San Joaquin,3865,462559.743883313960396,2442,17213.321850829972391
102,62665,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.077686000000000,-121.070819999999998,2018-12-21T00:00:00,21,12,2018,HUMAN_OBSERVATION,EBIRD,ROMERO,2011,451.040099999999995,971,San Joaquin,3865,462559.743883313960396,2442,17213.321850829972391
103,63254,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2019-11-10T00:00:00,10,11,2019,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
104,63674,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2011-06-06T00:00:00,6,6,2011,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
105,64532,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2017-05-06T00:00:00,6,5,2017,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
106,65254,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.289473999999998,-115.585526000000002,2018-10-04T00:00:00,4,10,2018,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,18961.589415136626485,14,82326.021420178323751
107,66118,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.956099999999999,-120.174000000000007,2012-04-02T00:00:00,2,4,2012,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.332499999999982,941,San Joaquin,3865,338513.471043220080901,606,4184.532616312138089
108,66437,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2015-05-25T00:00:00,25,5,2015,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
109,67412,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,2,35.131176000000004,-115.435239999999993,2015-06-07T00:00:00,7,6,2015,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,36770.625027561633033,701,72116.237098637604504
110,67713,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.163403000000002,-115.436970000000002,2020-06-13T00:00:00,13,6,2020,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,33195.322265601738764,701,72504.619956985043245
111,67818,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2014-03-24T00:00:00,24,3,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
112,67951,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.061999999999998,-121.030000000000001,2020-07-22T00:00:00,22,7,2020,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
113,71755,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.260649999999998,-115.515950000000004,2014-06-09T00:00:00,9,6,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,22611.935150278892252,701,81231.061115709831938
114,71947,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,1,35.956099999999999,-120.174000000000007,1999-03-27T00:00:00,27,3,1999,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.332499999999982,941,San Joaquin,3865,338513.471043220080901,606,4184.532616312138089
115,72241,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.277576000000003,-115.601920000000007,2005-04-17T00:00:00,17,4,2005,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,19585.671736658936425,14,84229.816963471297640
116,73279,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,,37.083050000000000,-121.060410000000005,2014-03-13T00:00:00,13,3,2014,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
117,73767,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,247,34.707990000000002,-118.428719999999998,2012-05-14T00:00:00,14,5,2012,HUMAN_OBSERVATION,EBIRD,POWERHOUSE,2013,30267.569999999999709,418,Mojave,3865,165332.554631745733786,92,14557.267586359614143
118,73821,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,3,35.253189999999996,-115.512659999999997,2019-05-26T00:00:00,26,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
119,74337,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,37.061999999999998,-121.030000000000001,2014-11-29T00:00:00,29,11,2014,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
120,74370,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.177177000000000,-115.386313999999999,2017-07-27T00:00:00,27,7,2017,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,32425.358663830145815,701,68066.793600522025372
121,75154,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.956099999999999,-120.174000000000007,2012-04-02T00:00:00,2,4,2012,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.332499999999982,941,San Joaquin,3865,338513.471043220080901,606,4184.532616312138089
122,76702,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,34.044693000000002,-116.580219999999997,1999-05-07T00:00:00,7,5,1999,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726000000000113,271,Mojave,3865,102017.328970679416670,2394,6534.011994585522189
123,76934,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,969,34.707990000000002,-118.428719999999998,2012-04-17T00:00:00,17,4,2012,HUMAN_OBSERVATION,EBIRD,POWERHOUSE,2013,30267.569999999999709,418,Mojave,3865,165332.554631745733786,92,14557.267586359614143
124,77587,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2019-06-12T00:00:00,12,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
125,78531,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.177177000000000,-115.386313999999999,2017-07-27T00:00:00,27,7,2017,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,32425.358663830145815,701,68066.793600522025372
126,78569,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.277576000000003,-115.601920000000007,2014-04-06T00:00:00,6,4,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,19585.671736658936425,14,84229.816963471297640
127,78983,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.268160000000002,-115.522530000000003,2010-06-01T00:00:00,1,6,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,21904.386129196904221,14,81536.172587090637535
128,79172,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2018-02-23T00:00:00,23,2,2018,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
129,79598,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.268160000000002,-115.522530000000003,2015-11-11T00:00:00,11,11,2015,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,21904.386129196904221,14,81536.172587090637535
130,81752,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.316240000000001,-115.552620000000005,2010-07-16T00:00:00,16,7,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
131,82251,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes uropygialis,Melanerpes uropygialis,2,33.202213000000000,-114.683530000000005,2011-06-15T00:00:00,15,6,2011,HUMAN_OBSERVATION,EBIRD,DRAPER,2017,754.299999999999955,368,Sonoran,3865,256214.594302219193196,2772,43454.335144189783023
132,83686,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,35.837229999999998,-116.223680000000002,2008-05-29T00:00:00,29,5,2008,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,59229.432290786498925,410,37877.047641164506786
133,84221,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2015-05-25T00:00:00,25,5,2015,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
134,84268,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,,35.160685999999998,-115.336269999999999,1997-04-13T00:00:00,13,4,1997,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,35473.736645546341606,701,63340.509424866388144
135,84892,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2015-05-25T00:00:00,25,5,2015,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
136,84937,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,2,35.160685999999998,-115.336269999999999,2007-05-26T00:00:00,26,5,2007,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.300000000002910,565,Mojave,3865,35473.736645546341606,701,63340.509424866388144
137,86501,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,2,37.061999999999998,-121.030000000000001,2016-01-30T00:00:00,30,1,2016,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
138,87605,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.316240000000001,-115.552620000000005,2019-05-11T00:00:00,11,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
139,87840,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,35.832287000000001,-116.223500000000001,2009-06-15T00:00:00,15,6,2009,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,58740.455438152872375,410,38319.635562831463176
140,88381,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.266975000000002,-115.519159999999999,2019-09-20T00:00:00,20,9,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,21973.585324605275673,14,81510.819025045842864
141,88690,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2019-06-20T00:00:00,20,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
142,89060,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2015-05-25T00:00:00,25,5,2015,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
143,89337,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.253189999999996,-115.512659999999997,2004-05-16T00:00:00,16,5,2004,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
144,89943,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2015-01-29T00:00:00,29,1,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
145,90115,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.269314000000001,-115.523964000000007,2019-05-18T00:00:00,18,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,21805.912970335226419,14,81483.596139588305959
146,90562,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2016-04-02T00:00:00,2,4,2016,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
147,90629,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2020-10-17T00:00:00,17,10,2020,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
148,93000,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.081837000000000,-121.060370000000006,2014-11-20T00:00:00,20,11,2014,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,461973.719643291376997,2442,16369.085111692858845
149,93266,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.925590000000000,-120.167534000000003,2013-05-18T00:00:00,18,5,2013,HUMAN_OBSERVATION,EBIRD,GARZA,2017,48886.660000000003492,1045,San Joaquin,3865,336927.540600299544167,606,5562.923747445404842
150,93609,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,34.047730000000001,-116.569760000000002,2019-04-24T00:00:00,24,4,2019,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726000000000113,271,Mojave,3865,101744.201958370918874,2394,6524.310875609216964
151,94319,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,1,35.351770000000002,-120.023089999999996,2012-01-20T00:00:00,20,1,2012,HUMAN_OBSERVATION,EBIRD,BECK,2000,396.360900000000015,926,San Joaquin,3865,310534.766784595907666,287,52408.759400880320754
152,94607,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.061999999999998,-121.030000000000001,2016-01-30T00:00:00,30,1,2016,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
153,95034,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,37.083050000000000,-121.060410000000005,2008-09-22T00:00:00,22,9,2008,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
154,95040,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.253189999999996,-115.512659999999997,2013-08-31T00:00:00,31,8,2013,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
155,95471,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.316240000000001,-115.552620000000005,2010-05-22T00:00:00,22,5,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,17009.321351112448610,14,78236.871807073534001
156,96050,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,1,35.956099999999999,-120.174000000000007,1999-03-27T00:00:00,27,3,1999,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.332499999999982,941,San Joaquin,3865,338513.471043220080901,606,4184.532616312138089
157,96058,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,37.083050000000000,-121.060410000000005,2018-09-26T00:00:00,26,9,2018,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
158,96626,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.832287000000001,-116.223500000000001,2017-06-10T00:00:00,10,6,2017,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.734499999999997,291,Mojave,3865,58740.455438152872375,410,38319.635562831463176
159,96905,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,4,34.318202999999997,-117.482299999999995,2016-04-15T00:00:00,15,4,2016,HUMAN_OBSERVATION,EBIRD,BLUE CUT,2016,36266.550000000002910,414,Mojave,3865,104713.109599139977945,2478,6301.617043514068428
160,96905,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,4,34.318202999999997,-117.482299999999995,2016-04-15T00:00:00,15,4,2016,HUMAN_OBSERVATION,EBIRD,LOUISIANA,2002,6564.211000000000240,518,Mojave,3865,104713.109599139977945,2478,6301.617043514068428
161,97119,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,3,35.253189999999996,-115.512659999999997,2019-05-26T00:00:00,26,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.084589999998570,1109,Mojave,3865,23380.952786061669030,701,80768.611412414684310
162,97885,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.083050000000000,-121.060410000000005,2018-12-10T00:00:00,10,12,2018,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.849999999999909,873,San Joaquin,3865,462042.673965184076224,2442,16378.775668066227809
163,98740,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.061999999999998,-121.030000000000001,2019-11-02T00:00:00,2,11,2019,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184000000000026,929,San Joaquin,3865,458541.628221373655833,2442,13403.767887477670229
